项目施工员,喀什博思光伏科技有限公司,4.5-6千/月,北京-朝阳区|无工作经验|招5人|05-16发布,
童书营销编辑,人民东方出版传媒有限公司,6-8千/月,北京-朝阳区|2年经验|本科|招1人|05-16发布,
项目经理,人民卫生电子音像出版社有限公司,2-3万/月,北京-朝阳区|无工作经验|本科|招1人|05-17发布,五险一金|补充医疗保险|免费班车|交通补贴|绩效奖金|定期体检|通讯补贴|餐饮补贴
项目经理,北京豪仪测控工程有限公司,1.5-2万/月,北京-昌平区|3-4年经验|本科|招2人|05-17发布,五险一金|交通补贴|餐饮补贴|专业培训
营销推广岗,合众人寿保险股份有限公司,,北京|无工作经验|本科|招1人|05-17发布,
JAVA开发工程师（应届硕士解决北京户口）,北京意园创新办公服务股份有限公司,0.8-1万/月,北京-朝阳区|无工作经验|硕士|招1人|05-17发布,五险一金|员工旅游|绩效奖金|出国机会|餐饮补贴|定期体检|上五休二|带薪年假
信息技术专员,甘李药业股份有限公司,1-1.5万/月,北京-通州区|3-4年经验|本科|招1人|05-17发布|英语熟练|计算机应用 计算机网络,五险一金|免费班车|交通补贴|餐饮补贴|绩效奖金|带薪年假|节日福利|包住|年终奖金
技术支持工程师,苏州北塔软件科技有限公司,0.8-1万/月,北京|3-4年经验|大专|招1人|05-17发布,
管理信息系统信息安全实施和维护(职位编号：00xz),移动设计院信息系统管理部,,北京|无工作经验|本科|招若干人|05-17发布,
暖通工程师,北京深蓝动力物业管理服务有限公司,6-8千/月,北京-顺义区|无工作经验|招100人|05-15发布,
机房维护工程师,上海遐通信息科技有限公司,3.5-8千/月,北京-丰台区|无工作经验|招2人|05-17发布,五险一金|补充医疗保险|餐饮补贴|通讯补贴|年终奖金|弹性工作|定期体检
企业资质申办经理,北京鑫泰洋信息技术有限公司,4.5-6千/月,北京-房山区|2年经验|大专|招1人|05-17发布,五险一金|年终奖金|定期体检|通讯补贴|员工旅游|绩效奖金|住房补贴|周末双休|法定节假日
AFC维修员/AFC测试员,北京锦源汇智科技有限公司,3-4.5千/月,北京-房山区|无工作经验|招2人|05-15发布,五险一金|交通补贴|餐饮补贴|通讯补贴|年终奖金|弹性工作|意外险
Java高级开发工程师,北京中经惠众科技有限公司,1.5-2.5万/月,北京-海淀区|5-7年经验|本科|招1人|05-15发布|英语|软件工程 计算机科学与技术,五险一金|带薪年假|零食下午茶|员工旅游
急聘 等保测评师,北京宽广智通信息技术有限公司,1-1.5万/月,北京-海淀区|1年经验|本科|招1人|05-15发布,五险一金|员工旅游|通讯补贴|周末双休|带薪年假|节日福利|高温补贴
系统维护员,北京亚宝生物药业有限公司,0.6-1万/月,北京-大兴区|3-4年经验|本科|招2人|05-15发布,五险一金|免费班车|定期体检|专业培训|员工旅游|餐饮补贴|年终奖金
JF-驻场技术支持（北京）,杭州海康威视数字技术股份有限公司,0.6-1万/月,北京|1年经验|本科|招若干人|05-15发布,弹性工作|餐饮补贴|五险一金|交通补贴|通讯补贴|年终奖金|定期体检|绩效奖金
高级oracle数据库工程师,云和恩墨（北京）信息技术有限公司,1.5-2万/月,北京|5-7年经验|大专|招若干人|05-15发布,五险一金|员工旅游|交通补贴|餐饮补贴|通讯补贴|专业培训|年终奖金|股票期权|定期体检
系统维护工程师-急聘,优质软件技术（上海）有限公司,3-4.5千/月,北京-朝阳区|1年经验|大专|招2人|05-15发布|英语良好,五险一金|年终奖金|交通补贴
客户成功工程师（北京）,上海天旦网络科技发展有限公司,1-2万/月,北京-朝阳区|3-4年经验|本科|招1人|05-15发布,五险一金|弹性工作|定期体检|员工旅游|餐饮补贴|通讯补贴
UPS不间断电源工程师,北京科鼎隆科技股份有限公司,0.5-1万/月,北京-海淀区|3-4年经验|大专|招若干人|05-15发布,餐饮补贴|专业培训|绩效奖金|周末双休|包吃包住|带薪年假
Java开发工程师,北京云转通网络科技有限责任公司,1-1.5万/月,北京-海淀区|无工作经验|招1人|05-15发布,五险一金|员工旅游|弹性工作|定期体检|年终奖金
软件工程师（软件支持）,广州广电运通金融电子股份有限公司,1-1.5万/月,北京-海淀区|无工作经验|大专|招若干人|05-15发布,五险一金|免费班车|员工旅游|绩效奖金|餐饮补贴|定期体检
餐饮系统实施顾问,现化电脑系统（北京）有限公司,0.6-1万/月,北京-朝阳区|2年经验|大专|招2人|05-14发布,周末双休|带薪年假|五险一金|通讯补贴
交付工程师-19080,无锡华云数据技术服务有限公司,1-2万/月,北京-朝阳区|5-7年经验|大专|招2人|05-14发布,五险一金|定期体检|绩效奖金|全勤奖|年底双薪|餐补|通讯补贴|带薪年假|节日福利|员工旅游
2019非北京生源毕业生引进--系统工程师,北京中盾安民分析技术有限公司,1-1.5万/月,北京-昌平区|无工作经验|硕士|招若干人|05-14发布,专业培训|上下班班车|五险一金|定期体检|餐饮补贴
技术顾问,深圳市爱德数智科技股份有限公司,1-1.5万/月,北京-朝阳区|2年经验|本科|招若干人|05-15发布,五险一金|弹性工作|专业技术团队|补充医疗保险|绩效奖金|定期体检|员工旅游|项目奖金
自媒体运营,同望科技股份有限公司,0.8-1万/月,北京-海淀区|2年经验|大专|招2人|05-14发布,五险一金|员工旅游|年终奖金|定期体检|餐饮补贴
实施工程师,上海睿泰企业管理集团有限公司,0.8-1万/月,北京-朝阳区|3-4年经验|大专|招1人|05-14发布,五险一金|绩效奖金|定期体检|员工旅游
网络工程师,北京泰迪默科技有限公司,4.5-6千/月,北京-昌平区|无工作经验|大专|招2人|05-14发布,五险一金|通讯补贴|年终奖金|定期体检|餐饮补贴|周末双休|节日福利|生日福利|法定假日
信息中心总监,北京卓育英才教育科技有限公司,2.5-3万/月,北京-大兴区|8-9年经验|本科|招1人|05-14发布|计算机信息管理,五险一金|员工旅游|绩效奖金|年终奖金|做五休二|周末双休|带薪年假
消防值班工程师（IDC-数据中心）,鹏瑞利美融加四（北京）置业有限公司,4.5-6千/月,北京-通州区|3-4年经验|中专|招若干人|05-07发布,
AI数据工程师,神州灵云（北京）科技有限公司,2-2.5万/月,北京-朝阳区|2年经验|本科|招1人|05-07发布,五险一金|绩效奖金|定期体检
Java开发工程师,上海艾融软件股份有限公司,1-1.5万/月,北京-海淀区|3-4年经验|本科|招2人|05-07发布|英语|计算机科学与技术 计算机工程,五险一金|定期体检|专业培训|餐饮补贴
网络维护工程师,北京胜创鼎铭科技有限公司,6-8千/月,北京|无工作经验|招3人|05-07发布,
售后工程师,北京华杨环保科技有限公司,5-8千/月,北京-西城区|1年经验|大专|招2人|05-14发布,五险一金|员工旅游|专业培训|通讯补贴|餐饮补贴|交通补贴|年终奖金|定期体检
平台运营与研发中心系统管理员,中企云链（北京）金融信息服务有限公司,1-1.5万/月,北京-丰台区|3-4年经验|本科|招若干人|05-07发布,五险一金|交通补贴|通讯补贴|年终奖金|弹性工作
新媒体运营主管,北京一招科技有限公司,1-1.5万/月,北京-朝阳区|3-4年经验|大专|招1人|05-07发布,五险一金|员工旅游|年终奖金|节日福利|超长年假
商务专员,内蒙古光大股权投资管理有限公司,6-8千/月,北京-西城区|1年经验|大专|招1人|05-07发布,五险一金|餐饮补贴|通讯补贴|补充医疗保险|交通补贴
系统工程师(职位编号：夏琨),北京广厦网络技术股份公司,0.8-1.5万/月,北京-海淀区|2年经验|本科|招1人|05-15发布,五险一金|员工旅游|交通补贴|餐饮补贴|专业培训|出国机会|绩效奖金|年终奖金|弹性工作|定期体检
售后技术支持工程师,北京致远互联软件股份有限公司,0.8-1万/月,北京-海淀区|无工作经验|本科|招3人|05-15发布,五险一金|免费班车|餐饮补贴|通讯补贴|专业培训|定期体检
POS产品实施顾问,北京中长石基信息技术股份有限公司,6-9.9千/月,北京-东城区|2年经验|大专|招若干人|05-15发布|普通话精通 英语良好,五险一金|定期体检|带薪年假
文案运营,北京国研网信息有限公司,0.8-1.5万/月,北京-海淀区|3-4年经验|本科|招2人|05-15发布,五险一金|定期体检|补充医疗保险|专业培训|超长年假|弹性工作|员工旅游|年终奖金
技术总监,数海信息技术有限公司,2.5-3万/月,北京-丰台区|10年以上经验|本科|招若干人|05-15发布|普通话熟练|信息安全,五险一金|股票期权|餐饮补贴|年终奖金
实习生-IBM DevOps 开发工程师,国际商业机器（中国）有限公司,,北京|无工作经验|本科|招若干人|05-18发布,
IT专员,北京天智航医疗科技股份有限公司,1-1.5万/月,北京|无工作经验|本科|招1人|05-17发布,
日志安全分析师,卓豪（北京）技术有限公司,0.8-1.5万/月,北京-海淀区|3-4年经验|本科|招3人|05-17发布|英语良好,五险一金|补充医疗保险|员工旅游|交通补贴|餐饮补贴|通讯补贴|年终奖金|绩效奖金
系统集成工程师（北京）,北京明朝万达科技股份有限公司,5-7千/月,北京-海淀区|2年经验|大专|招2人|05-17发布,五险一金|绩效奖金|专业培训|定期体检|员工旅游
软件测试工程师,北京融智天管理软件有限公司,0.7-1万/月,北京|1年经验|本科|招2人|05-17发布|计算机科学与技术 软件工程,五险一金|周末双休|带薪年假|节日福利|绩效奖金|餐饮补贴|专业培训
销售经理（安全软件）,北京智和信通技术有限公司,0.8-1万/月,北京-朝阳区|2年经验|大专|招2人|05-17发布,氛围好|周末双休|弹性工作|五险一金|绩效奖金|带薪年假|年终奖金|餐饮补贴|交通补贴
Java开发工程师,北京恒江联盟科技有限公司,1.5-2.2万/月,北京|8-9年经验|大专|招1人|05-17发布,五险|做五休二
项目经理,上海爱可生信息技术股份有限公司,1.5-2.5万/月,北京|5-7年经验|本科|招2人|05-17发布,五险一金|员工旅游|定期体检|餐饮补贴
产品经理P3,北京海鑫科金高科技股份有限公司,0.5-1万/月,北京|无工作经验|本科|招1人|05-17发布,五险一金|补充医疗保险|员工旅游|交通补贴|餐饮补贴|通讯补贴|定期体检|绩效奖金
自媒体运营,北京容子木服饰有限公司,6-8千/月,北京-朝阳区|无工作经验|中专|招1人|05-17发布,
高级技术支持工程师,广州汇智通信技术有限公司,1.5-2万/月,北京|5-7年经验|本科|招若干人|05-17发布|软件工程 通信工程,五险一金|补充医疗保险|交通补贴|餐饮补贴|通讯补贴|绩效奖金|年终奖金|定期体检
助理项目经理,深圳市前海亿车科技有限公司,0.5-1万/月,北京|2年经验|本科|招1人|05-17发布,周末双休|弹性工作|带薪年假|五险一金|绩效奖金|专业培训|年度调薪|免费下午茶
销售经理（大客户）,博彦科技股份有限公司,1-2万/月,北京-海淀区|无工作经验|招1人|05-17发布,五险一金|专业培训|出国机会|年终奖金|弹性工作|定期体检|技能提升平台
项目经理--944,任子行网络技术股份有限公司,1-1.5万/月,北京-海淀区|3-4年经验|本科|招若干人|05-17发布,五险一金|餐饮补贴|通讯补贴|股票期权|年终奖金|定期体检|出国机会|专业培训
产品专员,北京搜知数据科技有限公司,4-7千/月,北京-海淀区|无工作经验|招2人|05-17发布,五险一金|补充医疗保险|绩效奖金|超长春节假期|司龄假期|司龄工资|团建活动
云平台开发工程师,北京联盛德微电子有限责任公司,30-60万/年,北京-海淀区|2年经验|本科|招2人|05-17发布,五险一金|餐饮补贴|绩效奖金|年终奖金|员工旅游|定期体检|弹性工作|带薪年假
实施工程师,上海金仕达卫宁软件科技有限公司,1-1.5万/月,北京|3-4年经验|大专|招1人|05-17发布,五险一金|弹性工作|定期体检|通讯补贴|专业培训|年终奖金|交通补贴
BW工程师,初米网络科技（上海）有限公司,1-1.5万/月,北京-朝阳区|无工作经验|本科|招1人|05-17发布,五险一金|员工旅游|交通补贴|餐饮补贴|年终奖金|弹性工作|定期体检|股票期权
弱电维护工程师,北京鼎顺通信工程有限公司,4-6千/月,北京-大兴区|1年经验|中技|招2人|05-17发布,五险一金|补充医疗保险|通讯补贴|年终奖金
软件工程师(职位编号：20151122),北京华弈生物科技有限责任公司,7-9千/月,北京-石景山区|2年经验|本科|招1人|05-17发布|普通话精通 英语熟练,绩效奖金
售后技术客服,北京万户网络技术有限公司,4-6千/月,北京|无工作经验|本科|招若干人|05-17发布,
电气工程师(职位编号：003),五洲大气社工程有限公司,0.8-1.5万/月,北京-朝阳区|2年经验|本科|招若干人|05-17发布|电气工程及其自动化 机械工程及自动化,五险一金|补充医疗保险|交通补贴|出国机会|年终奖金|定期体检
电力系统集成工程师,北京华电通达科技有限公司,7-8千/月,北京-海淀区|3-4年经验|大专|招1人|05-17发布|电力系统及自动化 计算机科学与技术,五险一金|餐饮补贴|通讯补贴|年终奖金
网络安全工程师,北京信达环宇安全网络技术有限公司,4-6千/月,北京|无工作经验|大专|招2人|05-17发布|英语|计算机网络 信息管理和信息系统,五险一金|补充医疗保险|补充公积金|专业培训|绩效奖金|弹性工作
